descripcion,sku,imagen,latitud,longitud,lugar
"Regalo WAH Madrid   🎁 Tarjeta Regalo oficial para  WAH Madrid: el show más espectacular del mundo , en el que disfrutar de una experiencia gastronómica única, vivir un show que mezcla lo mejor de Las Vegas y Broadway y salir de fiesta al club más espectacular sin moverte del sitio en IFEMA Madrid.            Opciones:    🎫 Live Table    Vive una experiencia única en la que casi puedes tocar a los artistas  12 únicas butacas para vivir el directo de WAH de forma inolvidable  Servicio de camarero y botellas a la carta  Acceso sin esperas  Acompañamiento a mesa con el equipo de anfitriones de WAH  Mesa asignada en la zona VIP del Food Hall y Club, para disfrutar de la fiesta al comenzar y finalizar el show      🎫 Mesa VIP    Servicio de camarero y botellas a la carta  Acceso sin esperas  Butaca exclusiva en zona acotada  Acompañamiento a mesa con el equipo de anfitriones de WAH  Mesa asignada en la zona VIP del Food Hall y Club, para disfrutar de la fiesta al comenzar y finalizar el show      🎫 Mesa    Servicio de camarero y botellas a la carta  Butaca exclusiva  Excelente visión panorámica del escena  Acceso a la zona gastronómica para disfrutar previamente y posteriormente al show      🎫 Butaca Premium    Cómoda butaca asignada en tribuna  Excelente visión panorámica del escenario  Acceso a la zona gastronómica para disfrutar previamente y posteriormente al show      Información de la Tarjeta de Regalo  📨 Cómo funciona: recibirás un código único que deberás enviar a la persona a la que regales la tarjeta. Ellos podrán usar el código en la app de Fever para comprar la experiencia. 🔑 Validación: el código solo puede canjearse por  entradas para WAH Madrid  en cualquier fecha disponible hasta el 15 de mayo de 2023 📱 Encontrarás información importante sobre la Tarjeta Regalo en tu mail de confirmación   Información general sobre la experiencia  📅 Fechas: de jueves a domingo 🕒 Hora:    De jueves a sábado -  Sesión Dinner and Show a las 19:30. Aftershow de 23:15 a 01:00  Sábados sesión matinal y domingos - Lunch and Show a las 13:00. Aftershow de 17:15 a 18:15     ⏳ Duración: el show musical dura 2 horas aprox. La experiencia completa, 4 horas aprox. 👤 Edad: mayores de 18 años  para las sesiones de 20:00  📍 Lugar: un lugar clandestino en IFEMA (Pabellón 2) ♿ Accesibilidad: recinto accesible para PMR (personas con movilidad reducida) 🔗 Puedes consultar las preguntas frecuentes y sus respuestas  aquí  ❓  Comida y bebida del espacio gastronómico no incluida en el ticket ",105887,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/923f3a24-4623-11ec-b3d2-bad44fb99c51.jpg",40.464292,-3.616393,IFEMA
"light  trae la magia de una experiencia musical en vivo a lugares increíbles en Madrid. ¡Consigue tus entradas para el Candlelight Jazz: Tributo a Nina Simone y más leyendas del Jazz en el Ateneo de Madrid!   👉 Experiencia apta para su compra con el   Bono Cultural Joven   del Ministerio de Cultura y Deportes. Puedes consultar las preguntas frecuentes al respecto y sus respuestas  aquí   🚘 ¡Llega hasta este concierto de la forma más rápida y cómoda con Uber! Utiliza el código que recibirás con la compra de tu entrada y  disfruta de un 50% de descuento en tu primer viaje.   *Oferta solo para nuevos usuarios   🕯️ ¡Disfruta de una noche mágica junto a  Candlelight y las velas Symphony Candles ! Inspirado en la música, Symphony se origina a partir de la idea de la orquesta, donde los instrumentos de todo tipo hacen eco entre sí para crear música armónica. Las velas parpadean al ritmo de la música, nacen con el modo de detección de ritmo patentado y emiten señales a medida que avanza el ritmo 🕯️   Información:  📍 Lugar: Ateneo de Madrid 📅 Fecha y hora: 7 de mayo a las 19:00 y a las 21:00 ⏳ Duración: 60 minutos aprox. (apertura de puertas 30 minutos antes, no se podrá acceder tras el inicio) 👤 Edad: a partir de 8 años. Los menores de 16 años deberán acudir acompañados por un adulto ♿ Accesibilidad: recinto habilitado para personas en silla de ruedas ❓ Puedes consultar las preguntas frecuentes y sus respuestas  aquí  🕯️ Si deseas reservar un concierto privado, haz clic  aquí  🎻 Consulta todos los  conciertos Candlelight  en Madrid    Programa Candlelight Jazz: Tributo a Nina Simone y más leyendas del Jazz   _x000D_
I put a spell on you  _x000D_
Love me or leave me  _x000D_
My baby just cares for me  _x000D_
But Not For Me  _x000D_
I’ll Be Seeing You  _x000D_
Twisted  _x000D_
Can’t we be friends  _x000D_
Time After Time  _x000D_
After You've Gone  _x000D_
Ain't Got No , I Got Life  _x000D_
Just like a woman  _x000D_
Trouble In Mind  _x000D_
I Loves You Porgy  _x000D_
I wish I knew how it would feel to be free  _x000D_
Feeling Good_x000D_
    Intérpretes:   _x000D_
Voz: María Fernández  _x000D_
Piano: Julio Martín  _x000D_
Contrabajo: Paolo Furio  _x000D_
Bateria: Fran Gayo_x000D_
         ",102135,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/00ed0254-675b-11ed-a6fa-0a70e127a44c.jpg",40.4150947,-3.6981959,Ateneo de Madrid
"  El cantante y compositor inglés Charlie Cunningham se ha convertido en una verdadera historia de éxito lento pero progresivo. Su música transita entre el piano melancólico, el pulso insistente marcado por su guitarra, y una voz cálida y evocadora de carácter atemporal. El próximo 31 de marzo presentará su esperado tercer álbum 'Frame', con el cual se embarcará en una gira por el Reino Unido y Europa durante 2023, recalando en Teatro Eslava para presentarnos sus nuevas canciones, canciones pop llenas de referencias equilibradas al art rock, el jazz de la época dorada y a la composición neoclásica. ¡Consigue tus entradas para Charlie Cunningham en concierto en Teatro Eslava, Madrid!",121885,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/8bc3d6ec-6f07-11ed-abb5-720b73dd2bdd.jpg",40.417085,-3.706502,Teatro Eslava
"  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve con una nueva programación que contará con los artistas nacionales e internacionales más grandes del momento. Tras el éxito arrollador de su gira mundial, Kraftwerk traerá su particular universo musical a la séptima edición del festival el próximo 27 de julio. Fundada en 1970 por Ralf Hütter y Florian Schneider, son considerados los padres alemanes de la música electrónica y una de las bandas más influyentes e innovadoras de la historia del género. ¡Consigue tus entradas para Kraftwerk en el Teatro Real de Madrid!",126698,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/dd3773c2-c3ed-11ed-9358-161c5d152321.jpg",40.418299,-3.710578,Teatro Real
"  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve con una nueva programación que contará con los artistas nacionales e internacionales más grandes del momento. Israel Fernández pisará por primera vez el escenario del Teatro Real el próximo 26 de julio para presentar su nuevo proyecto de flamenco fusión en el que ha vuelto a trabajar junto a Diego el Morao y que lleva por título ""Pura Sangre"". ¡Consigue tus entradas para Israel Fernández en el Teatro Real de Madrid!",126708,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f59d739e-c3ed-11ed-a02a-6a822a6be252.jpg",40.418299,-3.710578,Teatro Real
"  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve con una nueva programación que contará con los artistas nacionales e internacionales más grandes del momento. Rufus Wainwright será el encargado de abrir la séptima edición del festival el próximo 25 de julio con su ecléctica propuesta, que aúna lo mejor del folk americano con otros géneros tan dispares como el pop, el indie, la música clásica o la ópera. Este compositor, cantante y pianista canadiense ha lanzado varios álbumes aclamados por la crítica, contribuido con música para varias películas y colaborado con artistas de la talla de Elton John o Leonard Cohen. ¡Consigue tus entradas para Rufus Wainnwright en el Teatro Real de Madrid!",126659,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c04f6f6c-c3ed-11ed-a02a-6a822a6be252.jpg",40.418299,-3.710578,Teatro Real
  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve con una nueva programación que contará con los artistas nacionales e internacionales más grandes del momento. El 28 de julio tendrás la oportunidad de escuchar a Gloria Trevi en directo en esta séptima edición del festival. Disfrutarás de una selección de sus grandes éxitos y algunos de sus nuevos temas en un concierto único. ¡Consigue tus entradas para Gloria Trevi en el Teatro Real de Madrid!,126699,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e9a8f4aa-c3ed-11ed-99c9-161c5d152321.jpg",40.418299,-3.710578,Teatro Real
"  ¡Universal Music Festival regresa en 2023! El ciclo de conciertos que llena de música el majestuoso Teatro Real de Madrid vuelve con una nueva programación que contará con los artistas nacionales e internacionales más grandes del momento. El 29 de julio, Gilberto Gil se rodeará de familiares y amigos para repasar los grandes éxitos de sus 60 años de carrera en un concierto único dentro de la programación de la séptima edición del festival. ¡Consigue tus entradas para Gilberto Gil en el Teatro Real de Madrid!",126713,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/2336ddd6-c3ee-11ed-8e93-ba84da2142ae.jpg",40.418299,-3.710578,Teatro Real
"light  son los conciertos a la luz de las velas que traen la magia de una experiencia musical a lugares increíbles en Madrid. ¡Consigue tus entradas para Candlelight: lo mejor de Luis Miguel en el Ateneo de Madrid!   👉 Experiencia apta para su compra con el   Bono Cultural Joven   del Ministerio de Cultura y Deportes. Puedes consultar las preguntas frecuentes al respecto y sus respuestas  aquí   🚘 ¡Llega hasta este concierto de la forma más rápida y cómoda con Uber! Utiliza el código que recibirás con la compra de tu entrada y  disfruta de un 50% de descuento en tu primer viaje.   *Oferta solo para nuevos usuarios   🕯️ ¡Disfruta de una noche mágica junto a  Candlelight y las velas Symphony Candles ! Inspirado en la música, Symphony se origina a partir de la idea de la orquesta, donde los instrumentos de todo tipo hacen eco entre sí para crear música armónica. Las velas parpadean al ritmo de la música, nacen con el modo de detección de ritmo patentado y emiten señales a medida que avanza el ritmo 🕯️   Información  📍 Lugar: Ateneo de Madrid 📅 Fecha y hora: 6 de mayo a las 19:00 y las 21:00 ⏳ Duración: 65 minutos aprox. (apertura de puertas 45 minutos antes, no se podrá acceder tras el inicio) 👤 Edad: a partir de 8 años. Los menores de 16 años deberán acudir acompañados por un adulto ♿ Accesibilidad: recinto habilitado para personas en silla de ruedas ❓ Puedes consultar las preguntas frecuentes y sus respuestas  aquí  🎻 Consulta todos los  conciertos Candlelight  en Madrid 🪑 Los asientos se asignan a la llegada según el tipo de ticket que hayas comprado 🕯️ Si deseas reservar un concierto privado, haz clic  aquí    Programa   Culpable o no  La media vuelta  La &uacute;ltima noche  Voy a apagar la luz  Contigo aprend&iacute;  Sabor a m&iacute;  Por debajo de la mesa  Inolvidable  Hasta que me olvides  Luz de luna  Amor amor amor  Toda una vida  El d&iacute;a que me quieras  No s&eacute; t&uacute;  O t&uacute; o ninguna  La incondicional  Suave  La Bikina  Ser&aacute; que no me amas    Intérpretes   Mike Martin - piano, guitarra y voz Javier Sánchez - Guitarra  David Ruiz - Bajo Federico Marini - Batería   _x000D_
      ",116252,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/8726eda8-675b-11ed-97de-02ad3c238529.jpg",40.4150947,-3.6981959,Ateneo de Madrid
"lelight  trae la magia de una experiencia musical en vivo a lugares increíbles en Madrid. ¡Consigue tus entradas para el Candlelight Premium: lo mejor de Chopin en el exclusivo Hotel Westin Palace de Madrid!  _x000D_
 👉 Experiencia apta para su compra con el   Bono Cultural Joven   del Ministerio de Cultura y Deportes. Puedes consultar las preguntas frecuentes al respecto y sus respuestas  aquí  _x000D_
  Información  📍 Lugar: Hotel Westin Palace de Madrid 📅 Fecha y hora: 30 de abril a las 19:00 ⏳ Duración: 60 minutos aprox. (apertura de puertas 45 minutos antes, no se podrá acceder tras el inicio) 👤 Edad: a partir de 8 años. Los menores de 16 años deberán acudir acompañados por un adulto 🪑 Los asientos se asignan a la llegada según el tipo de ticket que hayas comprado ♿ Accesibilidad: recinto habilitado para personas en silla de ruedas ❓ Puedes consultar las preguntas frecuentes y sus respuestas  aquí  🕯️ Si deseas reservar un concierto privado, haz clic  aquí  🎻 Consulta todos los  conciertos Candlelight  en Madrid _x000D_
  ⚡️ Desplázate en taxi hasta esta experiencia con FREENOW y  un descuento exclusivo del 20%  que podrás disfrutar tanto a la ida como a la vuelta, una vez introduzcas tu destino en la app. Y si eres nuevo usuario, disfruta de un 50% de descuento utilizando el código CANDLE en tu primer viaje en taxi, coche compartido, bici, moto o patinete.*  * Promociones no acumulables.  _x000D_
  Programa Candlelight Premium: lo mejor de Chopin en el Hotel Westin Palace de Madrid  _x000D_
 _x000D_
 _x000D_
Nocturnos Op9 n°1 y n°2  _x000D_
Nocturno Op 48 n°1  _x000D_
Gran Vals Brillante  Op 34 n°1  _x000D_
Nocturno en do#m Op póstumo  _x000D_
Preludio Op 28 n°4  _x000D_
Fantasía Impromptu Op 66  _x000D_
Nocturnos Op 27 n°1 y 2  _x000D_
Polonesa Heroíca Op 53_x000D_
 _x000D_
 _x000D_
  Intérprete  _x000D_
 _x000D_
 Piano- Jose Candel _x000D_
    Opiniones de los conciertos Candlelight  💬 Monique M. ⭐⭐⭐⭐⭐: ""Una experiencia fenomenal, tuve escalofríos todo el espectáculo"". 💬 Tania P. ⭐⭐⭐⭐⭐: ""Una auténtica maravilla"". 💬 Guillermo A. ⭐⭐⭐⭐⭐: ""Una experiencia única. Muy recomendable"".     _x000D_
   ",128040,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/276c6cc6-cfe3-11ed-9f57-c6efa92bcc14.jpg",40.41565,-3.695546,Hotel Westin Palace
"luye?  🕯️ Una tarjeta regalo válida para cualquier evento Candlelight en España 🎫 Cada tarjeta regalo puede canjearse por 1 entrada para Candlelight; si quieres regalar varias entradas, deberás obtener la misma cantidad de tarjetas regalo (ej.: 3 tarjetas regalo = entradas para Candlelight para 3 personas) _x000D_
 👉 Experiencia apta para su compra con el   Bono Cultural Joven   del Ministerio de Cultura y Deportes. Puedes consultar las preguntas frecuentes al respecto y sus respuestas  aquí  _x000D_
  Cómo funciona  📨 Recibirás un código único que podrás enviar al destinatario de tu tarjeta regalo, quien podrá canjearlo por un cupón en la app Fever. El uso de este cupón descontará el valor de la tarjeta regalo del precio total de las entradas de Candlelight que se compren _x000D_
  Información sobre la tarjeta regalo  🔑 Validez: el código puede utilizarse para un único espectáculo específico de Candlelight en cualquier lugar de España  ⏳ Caducidad: la tarjeta regalo puede utilizarse durante 1 año a partir de la fecha de compra 📱 Tras comprar una tarjeta regalo, recibirás un correo electrónico de confirmación con el código de la tarjeta regalo e instrucciones sobre cómo utilizarla. También encontrarás una versión para imprimir de la tarjeta regalo, por si quieres regalar al destinatario una copia física _x000D_
  Los Candlelights más elegidos  🎬 Candlelight: Lo Mejor de Hans Zimmer 🎺 Candlelight Jazz: Frank Sinatra  🎸 Candlelight: tributo a Coldplay 🩰 Candlelight: El Cascanueces y ballet _x000D_
  ¿Por qué esta tarjeta regalo es para ti?  ¡Candlelight te trae la mejor música como nunca antes! Disfruta de las obras de compositores clásicos y modernos por igual en un concierto exclusivo iluminado con miles de velas. Jazz, rock, pop, música clásica e incluso las mejores bandas sonoras de películas cobrarán vida en un espectacular e íntimo espacio. La tarjeta regalo es muy fácil de usar y válida para cualquier evento Candlelight… ¡Por eso es el mejor regalo para amigos y familiares! Consigue tu tarjeta regalo Candlelight válida para cualquier concierto de Candlelight en Madrid o en cualquier otra ciudad del España. ¡No te lo pierdas!",78547,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/77363fd2-97f5-11ed-b691-b605f1986a34.jpg",0.0,0.0,Localización Secreta Madrid
